,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,availability_30,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,check_in_24h,air_conditioning,high_end_electronics,bbq,balcony,nature_and_views,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,gym,child_friendly,parking,outdoor_space,host_greeting,hot_tub_sauna_or_pool,internet,long_term_stays,pets_allowed,private_entrance,secure,self_check_in,smoking_allowed,accessible,event_suitable,neighbourhood_16th Street Heights,neighbourhood_Adams Morgan,neighbourhood_American University Park,neighbourhood_Anacostia,neighbourhood_Barney Circle,neighbourhood_Barry Farm,neighbourhood_Bellevue,neighbourhood_Benning,neighbourhood_Benning Heights,neighbourhood_Benning Ridge,neighbourhood_Berkley,neighbourhood_Bloomingdale,neighbourhood_Brentwood,neighbourhood_Brightwood,neighbourhood_Brookland,neighbourhood_Buena Vista,neighbourhood_Burleith,neighbourhood_Capitol Hill,neighbourhood_Carver Langston,neighbourhood_Cathedral Heights,neighbourhood_Central Northeast/Mahaning Heights,neighbourhood_Chevy Chase,"neighbourhood_Chevy Chase, MD",neighbourhood_Civic Betterment,neighbourhood_Cleveland Park,neighbourhood_Colonial Village,neighbourhood_Columbia Heights,neighbourhood_Congress Heights,neighbourhood_Crestwood,neighbourhood_Deanwood,neighbourhood_Douglass,neighbourhood_Downtown/Penn Quarter,neighbourhood_Dupont Circle,neighbourhood_Dupont Park,neighbourhood_East Corner,neighbourhood_Eastland Gardens,neighbourhood_Eckington,neighbourhood_Edgewood,neighbourhood_Fairlawn,neighbourhood_Foggy Bottom,neighbourhood_Forest Hills,neighbourhood_Fort Davis,neighbourhood_Fort Dupont,neighbourhood_Fort Lincoln,neighbourhood_Fort Totten,neighbourhood_Foxhall,neighbourhood_Friendship Heights,neighbourhood_Gallaudet,neighbourhood_Garfield Heights,neighbourhood_Gateway,neighbourhood_Georgetown,neighbourhood_Glover Park,neighbourhood_Good Hope,neighbourhood_Greenway,"neighbourhood_Hilcrest Heights/Marlow Heights, MD",neighbourhood_Hillbrook,neighbourhood_Hillcrest,neighbourhood_Ivy City,neighbourhood_Judiciary Square,neighbourhood_Kalorama,neighbourhood_Kent,neighbourhood_Kingman Park,neighbourhood_Knox Hill,neighbourhood_Lamond Riggs,neighbourhood_Langdon,neighbourhood_LeDroit Park,neighbourhood_Lincoln Heights,neighbourhood_Logan Circle,neighbourhood_Manor Park,neighbourhood_Marshall Heights,neighbourhood_Massachusetts Heights,neighbourhood_Michigan Park,neighbourhood_Mount Pleasant,neighbourhood_Mount Vernon Square,"neighbourhood_Mt Rainier/Brentwood, MD",neighbourhood_Navy Yard,neighbourhood_Naylor Gardens,neighbourhood_Near Northeast/H Street Corridor,neighbourhood_North Cleveland Park,neighbourhood_North Michigan Park,neighbourhood_Palisades,neighbourhood_Park View,neighbourhood_Petworth,neighbourhood_Pleasant Hill,neighbourhood_Pleasant Plains,neighbourhood_Randle Highlands,neighbourhood_River Terrace,neighbourhood_Shaw,neighbourhood_Shepherd Park,neighbourhood_Shipley Terrace,"neighbourhood_Silver Spring, MD",neighbourhood_Skyland,neighbourhood_Southwest Waterfront,neighbourhood_St. Elizabeths,neighbourhood_Stronghold,neighbourhood_Takoma,"neighbourhood_Takoma Park, MD",neighbourhood_Trinidad,neighbourhood_Truxton Circle,neighbourhood_Twining,neighbourhood_U Street Corridor,neighbourhood_Washington Highlands,neighbourhood_Wesley Heights,neighbourhood_West End,neighbourhood_Woodland,neighbourhood_Woodland-Normanstone Terrace,neighbourhood_Woodley Park,neighbourhood_Woodridge,property_type_Apartment,property_type_House,property_type_Other,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_strict_14_with_grace_period,cancellation_policy_super_strict_30,cancellation_policy_super_strict_60
7397,38.919909999999994,-77.02901,-0.36651292058166435,-0.90272045571788,-4.605170185988091,-4.605170185988091,1.4775113193551406,-4.605170185988091,1.0971887003649488,-0.36651292058166435,-4.605170185988091,1.949551840702297,1,1.1562690064065475,1.524994838195378,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
7398,38.8832,-76.99423,0.5831980807826592,-4.605170185988091,-0.36651292058166435,0.0940478276166991,1.6673892921414593,5.0106352940962555,1.582587535887981,0.5831980807826592,-4.605170185988091,1.949551840702297,11,1.1811431408094568,1.5159789342503565,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
7399,38.90345,-77.05912,-0.36651292058166435,-0.90272045571788,-4.605170185988091,-4.605170185988091,1.6625993768319907,-4.605170185988091,1.4096066464289525,-4.605170185988091,-0.36651292058166435,1.949551840702297,11,1.214109997913178,1.524994838195378,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
7400,38.91084,-77.08308000000001,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.6934259303119472,-4.605170185988091,1.5271796258079011,-0.36651292058166435,-0.36651292058166435,1.949551840702297,0,0.6657298105782764,1.5271796258079011,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
7401,38.91407,-77.04348,0.7320993680864453,0.0940478276166991,0.32663425997828094,0.32663425997828094,1.8518524748175982,-4.605170185988091,1.7333324067158664,-4.605170185988091,-0.36651292058166435,1.949551840702297,14,-4.605170185988091,1.5271796258079011,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
7404,38.90037,-76.95182,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.3740303948169557,5.298317366548036,1.298435801589627,-4.605170185988091,-0.36651292058166435,1.3640546328884455,10,0.9704217812773649,1.524994838195378,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
7405,38.91216,-77.01468,0.5831980807826592,-4.605170185988091,-0.36651292058166435,0.0940478276166991,1.5962460680403698,5.991464547107982,1.5271796258079011,-0.36651292058166435,-0.36651292058166435,1.949551840702297,25,1.2337220363428747,1.5182757199460604,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
7407,38.90493,-76.98714,0.7320993680864453,-0.08742157179075505,0.0940478276166991,0.47588499532711054,1.7086424843059957,6.214608098422191,1.5660066297600124,0.32663425997828094,-0.36651292058166435,0.9704217812773649,8,0.874591382923689,1.5227830126997552,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,1.0,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
7408,38.91603,-77.0224,0.32663425997828094,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.641863663944111,4.605170185988092,1.5271796258079011,-4.605170185988091,0.0940478276166991,1.949551840702297,30,1.0799182995220822,1.5159789342503565,2.1972245773362196,2.1972245773362196,2.302585092994046,,1.0,,,,,,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
7409,38.90307,-76.99628,0.5831980807826592,-0.08742157179075505,-0.36651292058166435,0.0940478276166991,1.7257569610137753,5.298317366548036,1.6047738008405017,0.5831980807826592,-0.36651292058166435,0.9962288929513948,1,1.0613851298016763,1.524994838195378,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
7410,38.89974,-76.99556,0.32663425997828094,-0.36651292058166435,-0.36651292058166435,-0.36651292058166435,1.6047738008405017,5.0106352940962555,1.4465648595477707,0.32663425997828094,-0.36651292058166435,1.949551840702297,0,1.2684529660545276,1.5159789342503565,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
7411,38.92875,-77.02338,-0.36651292058166435,-0.08742157179075505,-4.605170185988091,-4.605170185988091,1.3788396218579066,-4.605170185988091,1.0971887003649488,-4.605170185988091,-4.605170185988091,1.949551840702297,25,0.9419387347481111,1.520543522634296,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
7412,38.920759999999994,-76.97819,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.298435801589627,-4.605170185988091,1.214109997913178,-4.605170185988091,-4.605170185988091,0.834032445247956,20,1.2913203187398075,1.5136524718106426,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
7413,38.92159,-76.9796,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.3588769911382217,-4.605170185988091,1.2684529660545276,-4.605170185988091,-4.605170185988091,0.834032445247956,24,1.3588769911382217,1.5089076184613552,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
7414,38.92093,-76.9788,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.298435801589627,-4.605170185988091,1.1926601162848087,-4.605170185988091,-4.605170185988091,0.834032445247956,24,1.298435801589627,1.493880539808272,2.0794415416798357,2.302585092994046,2.302585092994046,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
7415,38.92163,-76.98040999999999,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-0.36651292058166435,1.298435801589627,-4.605170185988091,1.2036341000246709,-4.605170185988091,-4.605170185988091,0.834032445247956,26,1.3184623205053285,1.4990284086108943,2.0794415416798357,2.302585092994046,2.302585092994046,,1.0,,,,,,,,,,1.0,,,,1.0,,,,1.0,,1.0,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
7418,38.94908,-77.01751999999999,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.5159789342503565,-4.605170185988091,1.4626737779454593,-0.36651292058166435,-0.36651292058166435,1.949551840702297,26,1.0414115247747806,1.4717169160496426,2.0794415416798357,2.1972245773362196,2.1972245773362196,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
7419,38.91005,-77.03779,0.32663425997828094,-4.605170185988091,-4.605170185988091,-0.36651292058166435,1.5809998372418241,-4.605170185988091,1.557077128137304,-4.605170185988091,0.0940478276166991,1.949551840702297,0,0.9962288929513948,1.5015489517809617,2.1972245773362196,2.302585092994046,2.1972245773362196,,1.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
7420,38.92053,-77.03119000000001,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.5040351003996315,-4.605170185988091,1.5040351003996315,-4.605170185988091,-0.36651292058166435,1.6473032557366176,0,1.224127540701542,1.5227830126997552,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
7421,38.8671,-76.94749,0.834032445247956,0.22535148682596154,0.0940478276166991,0.0940478276166991,1.676555766240811,-4.605170185988091,1.611562712266506,0.834032445247956,-0.36651292058166435,1.949551840702297,26,1.2337220363428747,1.524994838195378,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
7422,38.93551,-76.96515,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-0.36651292058166435,1.4626737779454593,-4.605170185988091,1.1690321758870559,-4.605170185988091,-0.36651292058166435,0.47588499532711054,27,1.0799182995220822,1.5182757199460604,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
7423,38.951840000000004,-77.02511,0.32663425997828094,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4465648595477707,-4.605170185988091,,-4.605170185988091,-0.36651292058166435,1.224127540701542,0,0.874591382923689,1.5271796258079011,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
7425,38.90319,-77.01879,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.633928354228994,5.521460917862246,1.5271796258079011,-4.605170185988091,1.224127540701542,1.949551840702297,0,-4.605170185988091,1.4775113193551406,2.302585092994046,1.3862943611198906,2.0794415416798357,,1.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,1.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
7426,38.88753,-76.98764,0.32663425997828094,-0.36651292058166435,-0.36651292058166435,0.0940478276166991,1.5793972284736488,5.298317366548036,1.611562712266506,0.32663425997828094,-0.36651292058166435,1.224127540701542,0,0.0940478276166991,1.511295614460169,2.302585092994046,2.1972245773362196,2.302585092994046,,1.0,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,1.0,,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
7427,38.91594,-77.01677,0.7320993680864453,0.0940478276166991,0.0940478276166991,0.32663425997828094,1.7623306769684906,-4.605170185988091,1.582587535887981,0.47588499532711054,-0.36651292058166435,1.7749349530624492,9,1.3588769911382217,1.5227830126997552,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
7428,38.90933,-76.98731,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.5271796258079011,-4.605170185988091,0.834032445247956,-4.605170185988091,-4.605170185988091,0.6657298105782764,0,-0.36651292058166435,1.5271796258079011,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,,,1.0,,,,,,1.0,,1.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
