,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,availability_30,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,check_in_24h,air_conditioning,high_end_electronics,bbq,balcony,nature_and_views,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,gym,child_friendly,parking,outdoor_space,host_greeting,hot_tub_sauna_or_pool,internet,long_term_stays,pets_allowed,private_entrance,secure,self_check_in,smoking_allowed,accessible,event_suitable,neighbourhood_16th Street Heights,neighbourhood_Adams Morgan,neighbourhood_American University Park,neighbourhood_Anacostia,neighbourhood_Barney Circle,neighbourhood_Barry Farm,neighbourhood_Bellevue,neighbourhood_Benning,neighbourhood_Benning Heights,neighbourhood_Benning Ridge,neighbourhood_Berkley,neighbourhood_Bloomingdale,neighbourhood_Brentwood,neighbourhood_Brightwood,neighbourhood_Brookland,neighbourhood_Buena Vista,neighbourhood_Burleith,neighbourhood_Capitol Hill,neighbourhood_Carver Langston,neighbourhood_Cathedral Heights,neighbourhood_Central Northeast/Mahaning Heights,neighbourhood_Chevy Chase,"neighbourhood_Chevy Chase, MD",neighbourhood_Civic Betterment,neighbourhood_Cleveland Park,neighbourhood_Colonial Village,neighbourhood_Columbia Heights,neighbourhood_Congress Heights,neighbourhood_Crestwood,neighbourhood_Deanwood,neighbourhood_Douglass,neighbourhood_Downtown/Penn Quarter,neighbourhood_Dupont Circle,neighbourhood_Dupont Park,neighbourhood_East Corner,neighbourhood_Eastland Gardens,neighbourhood_Eckington,neighbourhood_Edgewood,neighbourhood_Fairlawn,neighbourhood_Foggy Bottom,neighbourhood_Forest Hills,neighbourhood_Fort Davis,neighbourhood_Fort Dupont,neighbourhood_Fort Lincoln,neighbourhood_Fort Totten,neighbourhood_Foxhall,neighbourhood_Friendship Heights,neighbourhood_Gallaudet,neighbourhood_Garfield Heights,neighbourhood_Gateway,neighbourhood_Georgetown,neighbourhood_Glover Park,neighbourhood_Good Hope,neighbourhood_Greenway,"neighbourhood_Hilcrest Heights/Marlow Heights, MD",neighbourhood_Hillbrook,neighbourhood_Hillcrest,neighbourhood_Ivy City,neighbourhood_Judiciary Square,neighbourhood_Kalorama,neighbourhood_Kent,neighbourhood_Kingman Park,neighbourhood_Knox Hill,neighbourhood_Lamond Riggs,neighbourhood_Langdon,neighbourhood_LeDroit Park,neighbourhood_Lincoln Heights,neighbourhood_Logan Circle,neighbourhood_Manor Park,neighbourhood_Marshall Heights,neighbourhood_Massachusetts Heights,neighbourhood_Michigan Park,neighbourhood_Mount Pleasant,neighbourhood_Mount Vernon Square,"neighbourhood_Mt Rainier/Brentwood, MD",neighbourhood_Navy Yard,neighbourhood_Naylor Gardens,neighbourhood_Near Northeast/H Street Corridor,neighbourhood_North Cleveland Park,neighbourhood_North Michigan Park,neighbourhood_Palisades,neighbourhood_Park View,neighbourhood_Petworth,neighbourhood_Pleasant Hill,neighbourhood_Pleasant Plains,neighbourhood_Randle Highlands,neighbourhood_River Terrace,neighbourhood_Shaw,neighbourhood_Shepherd Park,neighbourhood_Shipley Terrace,"neighbourhood_Silver Spring, MD",neighbourhood_Skyland,neighbourhood_Southwest Waterfront,neighbourhood_St. Elizabeths,neighbourhood_Stronghold,neighbourhood_Takoma,"neighbourhood_Takoma Park, MD",neighbourhood_Trinidad,neighbourhood_Truxton Circle,neighbourhood_Twining,neighbourhood_U Street Corridor,neighbourhood_Washington Highlands,neighbourhood_Wesley Heights,neighbourhood_West End,neighbourhood_Woodland,neighbourhood_Woodland-Normanstone Terrace,neighbourhood_Woodley Park,neighbourhood_Woodridge,property_type_Apartment,property_type_House,property_type_Other,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_strict_14_with_grace_period,cancellation_policy_super_strict_30,cancellation_policy_super_strict_60
31,38.92114,-77.0487,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4214526816086592,-4.605170185988091,0.9962288929513948,-4.605170185988091,0.0940478276166991,1.4465648595477707,0,1.7191403569389776,1.520543522634296,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,,1.0,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
32,38.921659999999996,-77.04876999999999,0.0940478276166991,-4.605170185988091,-4.605170185988091,-0.36651292058166435,1.5040351003996315,-4.605170185988091,0.9962288929513948,-4.605170185988091,0.0940478276166991,1.5271796258079011,0,1.5293379817722996,1.520543522634296,2.1972245773362196,2.302585092994046,2.302585092994046,1.0,1.0,,,,,,1.0,1.0,,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
33,38.9165,-77.01028000000001,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.2684529660545276,-4.605170185988091,1.1690321758870559,-4.605170185988091,1.2036341000246709,1.8860152348698291,13,0.47588499532711054,1.5182757199460604,2.0794415416798357,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,,,,1.0,,,,1.0,,1.0,,1.0,,,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
34,38.93375,-77.02924,0.0940478276166991,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.524994838195378,-4.605170185988091,1.3640546328884455,-0.36651292058166435,0.5831980807826592,1.8860152348698291,7,1.6168012568351087,1.5015489517809617,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,,,,1.0,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
35,38.94684,-77.02294,1.0197814405382262,0.22535148682596154,0.32663425997828094,0.5831980807826592,1.6860586552156356,6.214608098422191,1.6180854379591356,0.7320993680864453,0.32663425997828094,1.5040351003996315,6,1.6033822739252712,1.4964725796851872,2.1972245773362196,2.1972245773362196,2.1972245773362196,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
36,38.915729999999996,-77.00721,0.32663425997828094,-0.90272045571788,-4.605170185988091,-4.605170185988091,1.417583312645218,-4.605170185988091,1.224127540701542,-0.36651292058166435,-4.605170185988091,1.224127540701542,0,1.2684529660545276,1.5136524718106426,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
37,38.89183,-76.98301,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.5793972284736488,-4.605170185988091,,-4.605170185988091,-4.605170185988091,0.47588499532711054,0,1.524994838195378,1.5159789342503565,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,,,1.0,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
40,38.91235,-77.01873,-0.36651292058166435,-0.90272045571788,-4.605170185988091,-4.605170185988091,1.4964725796851872,5.298317366548036,1.3053227409632366,-4.605170185988091,0.0940478276166991,1.7749349530624492,7,1.5293379817722996,1.5159789342503565,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,1.0,1.0,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
41,38.92105,-77.03772,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4626737779454593,-4.605170185988091,1.611562712266506,-0.36651292058166435,1.6473032557366176,1.7749349530624492,0,0.7320993680864453,1.5271796258079011,2.302585092994046,2.1972245773362196,2.1972245773362196,,1.0,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,1.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
42,38.89768,-76.97113,0.7320993680864453,-4.605170185988091,-0.36651292058166435,0.47588499532711054,1.5976977501549372,5.521460917862246,1.4626737779454593,0.32663425997828094,-0.36651292058166435,1.224127540701542,0,0.9419387347481111,1.5136524718106426,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,,1.0,,,,1.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
43,38.97267,-77.01821,-0.36651292058166435,-0.08742157179075505,-4.605170185988091,-4.605170185988091,1.562489821742864,5.0106352940962555,1.2684529660545276,-0.36651292058166435,0.6657298105782764,1.4775113193551406,0,0.0940478276166991,1.511295614460169,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
44,38.91703,-77.01671999999999,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4626737779454593,5.298317366548036,1.3053227409632366,-4.605170185988091,0.834032445247956,1.8860152348698291,30,1.611562712266506,1.5159789342503565,2.1972245773362196,2.302585092994046,2.302585092994046,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
45,38.91409,-77.02484,0.32663425997828094,-0.36651292058166435,-0.36651292058166435,-4.605170185988091,1.611562712266506,-4.605170185988091,1.4626737779454593,0.32663425997828094,-0.36651292058166435,1.224127540701542,0,0.6657298105782764,1.5271796258079011,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
46,38.95126,-77.08569,0.32663425997828094,-0.08742157179075505,0.0940478276166991,0.0940478276166991,1.6556422529709331,6.214608098422191,1.3640546328884455,0.32663425997828094,-0.36651292058166435,1.7749349530624492,0,0.7320993680864453,1.5227830126997552,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,,,1.0,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
48,38.915,-77.03853000000001,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.590311111517258,5.991464547107982,1.4626737779454593,-0.36651292058166435,0.0940478276166991,1.7749349530624492,0,1.214109997913178,1.520543522634296,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,1.0,,1.0,,,,1.0,1.0,,,,1.0,,,,1.0,,1.0,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
49,38.862390000000005,-76.98810999999999,0.32663425997828094,-4.605170185988091,-4.605170185988091,-0.36651292058166435,1.453173761903945,-4.605170185988091,,-0.36651292058166435,-4.605170185988091,1.7749349530624492,0,1.4775113193551406,1.50648771329857,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,,,1.0,,,1.0,1.0,,,,1.0,,1.0,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
50,38.94437,-77.04345,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.3588769911382217,-4.605170185988091,1.3640546328884455,-4.605170185988091,1.224127540701542,2.2203268063678463,21,1.2684529660545276,1.511295614460169,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
51,38.96648,-77.03228,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-0.36651292058166435,1.4012920835590674,-4.605170185988091,1.1690321758870559,-4.605170185988091,0.0940478276166991,1.1133440539599853,20,1.5841605801847392,1.520543522634296,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
52,38.9232,-77.10166,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4775113193551406,5.521460917862246,1.3640546328884455,-4.605170185988091,0.0940478276166991,1.7749349530624492,0,1.0613851298016763,1.5271796258079011,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,,,1.0,,,,1.0,1.0,,,1.0,,1.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
53,38.86427,-76.98934,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4626737779454593,-4.605170185988091,,-4.605170185988091,-0.36651292058166435,1.949551840702297,28,1.2839620094543296,1.5227830126997552,2.302585092994046,2.302585092994046,2.302585092994046,1.0,1.0,,,,,,1.0,,,,1.0,,,,1.0,,,,1.0,,1.0,,1.0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
54,38.87859,-76.98519,-0.36651292058166435,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.5660066297600124,4.605170185988092,1.4626737779454593,-0.36651292058166435,0.32663425997828094,1.7749349530624492,0,1.572832342456985,1.511295614460169,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,,,1.0,,,1.0,,,,,1.0,,,1.0,1.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
55,38.90831,-77.02364,0.32663425997828094,-4.605170185988091,-0.36651292058166435,-0.36651292058166435,1.5476647089811362,5.991464547107982,1.5159789342503565,0.47588499532711054,0.32663425997828094,1.7749349530624492,18,1.6440614850208792,1.493880539808272,2.1972245773362196,2.302585092994046,2.1972245773362196,,1.0,,,,,,,1.0,,,1.0,,,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
57,38.92009,-77.04137,0.32663425997828094,-0.36651292058166435,-0.36651292058166435,-0.36651292058166435,1.7086424843059957,6.856461984594587,1.590311111517258,-0.36651292058166435,0.32663425997828094,0.9704217812773649,23,1.4775113193551406,1.520543522634296,2.302585092994046,2.302585092994046,2.302585092994046,1.0,1.0,,,,,,,1.0,,,1.0,,,1.0,,,,,1.0,,1.0,,1.0,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
58,38.95173,-77.08628,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.4775113193551406,-4.605170185988091,1.4626737779454593,-4.605170185988091,-0.36651292058166435,0.9704217812773649,20,1.3119942346184028,1.5271796258079011,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,,,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
61,38.90123,-77.01751999999999,0.32663425997828094,-0.90272045571788,-4.605170185988091,-0.36651292058166435,1.6102268623203686,5.298317366548036,1.4746366515748413,-0.36651292058166435,-0.36651292058166435,1.8860152348698291,6,1.780402756437011,1.5136524718106426,2.0794415416798357,2.1972245773362196,2.1972245773362196,,1.0,,,,,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
63,38.93404,-77.01488,-0.36651292058166435,-0.90272045571788,-4.605170185988091,-4.605170185988091,1.4289675858306226,-4.605170185988091,0.834032445247956,-4.605170185988091,-4.605170185988091,1.7749349530624492,14,1.5841605801847392,1.5136524718106426,2.1972245773362196,2.302585092994046,2.302585092994046,,1.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
64,38.909620000000004,-77.01017,-4.605170185988091,-4.605170185988091,-4.605170185988091,-4.605170185988091,1.3640546328884455,6.907755278982137,1.5271796258079011,-4.605170185988091,0.0940478276166991,1.7086424843059957,12,1.2763452613426045,1.5182757199460604,2.302585092994046,2.302585092994046,2.302585092994046,,1.0,,,,,1.0,,1.0,,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
